"NTH5R7","Exit|Fast|Running|Stable|Valid","nl","192.42.116.195","9006",true,"5.tor-exit.nothingtohide.nl"
"UnshakledLiberty","Fast|Guard|Running|Stable|V2Dir|Valid","us","15.204.199.47","9002",true,"vps-5d4b182f.vps.ovh.us"
"TorRelayHetzFree","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","de","88.198.27.62","443",true,"static.88-198-27-62.clients.your-server.de"
"NTH22R4","Exit|Fast|Running|Stable|Valid","nl","192.42.116.174","9003",true,"22.tor-exit.nothingtohide.nl"
"prsv","Fast|Guard|Running|Stable|V2Dir|Valid","it","57.131.13.45","9200",true,"vps-3b9f4616.vps.ovh.net"
"BlackIceHostNode5","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","de","51.195.101.145","9001",true,"vps-97ca042d.vps.ovh.net"
"zgato","Fast|Guard|Running|Stable|V2Dir|Valid","al","31.41.33.53","443",true,"al5.eu.node.cdn-perfprod.com"
"prsv","Running|V2Dir|Valid","gb","57.128.170.236","9200",true,"vps-5ee2974f.vps.ovh.net"
"mharelay","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","se","147.28.87.56","9001",true,"customer-147-28-87-56.stosn.net"
"gembonggedhe","Fast|Running|Stable|Valid","us","168.138.179.192","9001",true,"NULL"
"NTH30R8","Exit|Fast|Running|Stable|Valid","nl","192.42.116.182","9007",true,"30.tor-exit.nothingtohide.nl"
"Benjaminos","BadExit|Fast|MiddleOnly|Running|Stable|Valid","pl","45.129.0.166","9001",true,"NULL"
"bauruine","Exit|Fast|Guard|Running|Stable|V2Dir|Valid","nl","45.134.225.36","443",true,"NULL"
"kiwi","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","us","50.103.128.207","9003",true,"50-103-128-207.bng01.dklb.il.frontiernet.net"
"ande","Fast|Running|Stable|Valid","cl","64.176.3.54","443",true,"NULL"
"tried","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","us","107.155.81.178","443",true,"NULL"
"relay1","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","nl","80.85.141.186","9000",true,"NULL"
"ChumBucket","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","de","5.9.56.249","4080",true,"static.249.56.9.5.clients.your-server.de"
"Quintex55","Exit|Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","us","204.8.96.144","443",false,"tor55.quintex.com"
"xkoloke","Fast|Guard|Running|Stable|V2Dir|Valid","rs","38.190.150.6","9004",true,"NULL"
"dragonhoard","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","de","116.203.50.182","8080",true,"mail.sergal.club"
"Quintex85","Exit|Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","us","204.8.96.174","443",false,"tor85.quintex.com"
"prsv","Exit|Fast|Guard|Running|Stable|V2Dir|Valid","no","194.32.107.87","9300",true,"NULL"
"Cadelanne","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","ca","38.102.127.252","9004",true,"NULL"
"IBDUUIBAD","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","de","212.227.74.176","9001",true,"NULL"
"NTH20R3","Exit|Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","nl","192.42.116.217","9002",true,"20.tor-exit.nothingtohide.nl"
"SFRnotCool","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","fr","82.124.64.76","443",true,"lfbn-idf1-1-218-76.w82-124.abo.wanadoo.fr"
"DigiGesTor1e1","Exit|Fast|Guard|Running|Stable|V2Dir|Valid","ch","185.195.71.244","443",true,"NULL"
"oceansample","Fast|Running|V2Dir|Valid","us","64.65.2.220","443",true,"NULL"
"motauri","Exit|Fast|HSDir|Running|Stable|V2Dir|Valid","se","95.143.193.125","443",true,"NULL"
"Aramis","Exit|Fast|Guard|Running|Stable|V2Dir|Valid","pl","45.138.16.230","9100",true,"NULL"
"dreamachine","Exit|Fast|Guard|Running|Stable|V2Dir|Valid","nl","5.255.110.120","9001",true,"NULL"
"asdftuxcart646hgfd","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","fi","109.204.188.148","9001",true,"109-204-188-148.cust.valoonet.fi"
"Pacbert","Fast|Running|V2Dir|Valid","de","93.231.123.205","9001",false,"p5de77bcd.dip0.t-ipconnect.de"
"relayon0153","Exit|Fast|Running|Stable|Valid","de","185.220.101.153","10153",true,"NULL"
"b0rken","Fast|Guard|Running|Stable|V2Dir|Valid","de","45.129.182.225","443",true,"tor.b0rken.de"
"StrongMoneroXMR","Fast|Running|Stable|Valid","fi","185.148.3.158","1400",true,"this-is-hosted-by.pulsedmedia.com"
"bauruine","Exit|Fast|Guard|Running|Stable|V2Dir|Valid","nl","78.142.18.219","444",true,"NULL"
"TV5290","Exit|Running|V2Dir|Valid","us","75.207.97.143","9001",false,"143.sub-75-207-97.myvzw.com"
"insist","Fast|Running|V2Dir|Valid","se","172.103.94.116","993",true,"host-103-94-116.junet.se"
"marsmellow","Fast|Running|Stable|Valid","nl","20.224.145.181","443",true,"NULL"
"XMRnotTraceYou","Fast|Running|Valid","al","78.159.131.66","989",true,"NULL"
"forest03","Exit|Fast|Guard|Running|Stable|V2Dir|Valid","za","102.211.56.20","9001",true,"vps19848.maxko-hosting.net"
"prsv","Exit|Fast|Guard|Running|Stable|V2Dir|Valid","ch","45.143.200.32","9000",true,"NULL"
"TheMadHackerSkyeV1","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","de","45.84.196.162","9001",true,"NULL"
"GermanCraft29","Fast|Guard|Running|Stable|V2Dir|Valid","de","152.53.251.244","443",true,"v220250321168326770.hotsrv.de"
"RebootToolsRelay","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","nl","212.34.148.78","9001",true,"v419909.hosted-by-vdsina.com"
"Bigdaddy","Fast|Running|Stable|Valid","nl","185.21.217.32","10042",true,"NULL"
"cleosrelay","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","lt","188.165.26.76","443",true,"NULL"
"unnerve0909","Fast|Running|V2Dir|Valid","de","78.34.143.151","9001",true,"xdsl-78-34-143-151.nc.de"
"roomformushroom","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","ca","144.217.32.158","9001",true,"ip158.ip-144-217-32.net"
"Exits4Privacy","BadExit|Fast|MiddleOnly|Running|Stable|Valid","nl","192.76.160.143","20000",true,"NULL"
"prsv","Fast|Guard|Running|Stable|V2Dir|Valid","fr","51.77.132.82","9700",true,"ns3134799.ip-51-77-132.eu"
"PyotrTorpotkinTwo","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","ca","142.44.243.133","9001",true,"chat.nullvoid.me"
"TV5920","Exit|Running|V2Dir|Valid","ma","105.68.166.222","9001",false,"NULL"
"forest37","Fast|Guard|Running|Stable|V2Dir|Valid","us","104.223.84.81","9001",true,"NULL"
"root1Moh","Fast|Guard|Running|Stable|V2Dir|Valid","de","89.58.34.53","9001",true,"v2202202167805178136.megasrv.de"
"handschrift","Fast|Running|V2Dir|Valid","us","158.101.181.77","443",true,"NULL"
"NaClO","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","us","135.148.103.15","8443",true,"ns1008427.ip-135-148-103.us"
"ThanasRelay0","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","fr","51.255.170.195","10443",true,"lunitari.bgrshell.eu"
"1654656309244015","Exit|Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","nl","185.132.53.45","9001",true,"NULL"
"largeprofessor","Fast|Running|V2Dir|Valid","us","64.65.2.25","443",true,"NULL"
"MrNiceGuy","Running|Stable|V2Dir|Valid","us","170.117.192.249","420",false,"NULL"
"AnonimaDesman","Fast|Running|V2Dir|Valid","it","87.4.25.231","9001",false,"host-87-4-25-231.retail.telecomitalia.it"
"plum","Fast|Running|Stable|Valid","mk","89.185.82.81","443",true,"NULL"
"Lamia11","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","us","51.81.44.31","443",true,"lamia11.brandonkuschel.com"
"DFRI27","Exit|Fast|Guard|Running|Stable|V2Dir|Valid","se","171.25.193.78","444",true,"tor-exit-read-me.dfri.se"
"edamame","Fast|Guard|Running|Stable|V2Dir|Valid","nl","195.133.20.195","443",true,"NULL"
"RS1Lselectel","Fast|Running|V2Dir|Valid","ru","92.42.14.204","9001",false,"NULL"
"GrmmlDag","Fast|Guard|Running|Stable|V2Dir|Valid","de","213.239.215.221","9001",true,"dag.grmml.net"
"Quetzalcoatl","Exit|Fast|Guard|Running|Stable|V2Dir|Valid","us","193.26.115.123","7100",true,"NULL"
"homik","Fast|Guard|Running|Stable|V2Dir|Valid","de","135.125.202.176","9001",true,"vps-97841049.vps.ovh.net"
"Weltbank","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","fr","147.135.214.61","1080",true,"weltbank.biz"
"c0der","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","fi","95.216.20.80","8080",true,"static.80.20.216.95.clients.your-server.de"
"e40","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","us","64.65.0.88","443",true,"NULL"
"DFRI93","Exit|Fast|Guard|Running|Stable|V2Dir|Valid","se","171.25.193.81","444",true,"NULL"
"mindbyte","Fast|Running|V2Dir|Valid","de","82.165.21.136","9001",true,"NULL"
"ogre003","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","us","108.211.32.201","10437",true,"108-211-32-201.lightspeed.lsvlky.sbcglobal.net"
"Taiwan","Fast|Guard|Running|Stable|V2Dir|Valid","fr","146.59.153.47","9001",false,"vps-08217002.vps.ovh.net"
"matimbo1","Fast|Running|V2Dir|Valid","us","129.159.11.234","9001",false,"NULL"
"howlin","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","us","45.141.153.214","443",true,"NULL"
"TV1286","Exit|Running|V2Dir|Valid","au","49.187.10.68","9001",false,"n49-187-10-68.bla2.nsw.optusnet.com.au"
"TorNode04","Fast|Running|V2Dir|Valid","de","46.38.250.227","44145",true,"v2202504171896332841.powersrv.de"
"WatterFall","Fast|Running|Stable|Valid","bg","87.121.52.112","9001",true,"NULL"
"zagreus","Fast|Running|Stable|V2Dir|Valid","de","81.169.222.158","9001",true,"stumpf.co"
"Digitalcourage4ipeb","Exit|Fast|Running|Stable|V2Dir|Valid","de","185.220.101.100","993",true,"tor-exit-100.digitalcourage.de"
"prsv","Exit|Fast|Guard|Running|Stable|V2Dir|Valid","se","45.84.107.200","9200",true,"NULL"
"Kanellos","Fast|Guard|Running|Stable|V2Dir|Valid","de","146.0.36.87","9007",true,"f589.fuchsia.servdiscount-customer.com"
"Akira","Fast|Running|V2Dir|Valid","de","5.175.170.100","443",false,"NULL"
"LIDSoL","Fast|HSDir|Running|Stable|V2Dir|Valid","mx","132.248.59.73","9001",true,"lidsol.fi-b.unam.mx"
"forest25","Fast|Running|Stable|V2Dir|Valid","vn","103.6.234.172","9001",true,"NULL"
"changeme","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","de","157.90.77.166","9001",true,"static.166.77.90.157.clients.your-server.de"
"LV426","Fast|Running|V2Dir|Valid","se","141.147.54.226","9001",true,"NULL"
"onionDAOrel0aded1","BadExit|Exit|Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","nl","5.2.79.190","9001",true,"NULL"
"jeangrae","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","us","64.65.63.2","443",true,"NULL"
"0x67726579","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","de","89.58.60.208","9001",true,"netcup.grey.pw"
"TV1201","Exit|Running|V2Dir|Valid","cl","190.22.153.83","9001",false,"190-22-153-83.fo.baf.movistar.cl"
"kykeon","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","gr","45.92.33.62","9000",true,"NULL"
"KoopaRelay","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","ch","212.51.151.254","8080",true,"212-51-151-254.fiber7.init7.net"
"nyonyonyo","Fast|HSDir|Running|Stable|V2Dir|Valid","jp","163.220.236.40","40001",true,"m.centraworks.net"
"prsv","Exit|Fast|Guard|Running|Stable|V2Dir|Valid","fr","45.95.233.104","9100",true,"NULL"
"TV1372","Exit|Fast|Running|V2Dir|Valid","ar","190.139.126.135","9001",false,"host135.190-139-126.telecom.net.ar"
"Quetzalcoatl","Exit|Fast|Guard|Running|Stable|V2Dir|Valid","pl","45.141.215.97","7430",true,"NULL"
"NTH27R2","Exit|Fast|Running|Stable|Valid","nl","192.42.116.179","9001",true,"27.tor-exit.nothingtohide.nl"
"TV9571","Exit|Running|V2Dir|Valid","mx","189.133.172.133","9001",false,"NULL"
"Basil","Fast|Running|V2Dir|Valid","ch","84.254.84.202","9001",true,"202.84.254.84.ftth.as8758.net"
"ResetTheWorld","Exit|Fast|Running|Valid","is","89.147.110.154","9002",true,"tor.resetthe.world"
"headieone","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","us","64.65.62.202","443",true,"NULL"
"Quetzalcoatl","Exit|Fast|Guard|Running|Stable|V2Dir|Valid","us","192.159.99.27","8100",true,"NULL"
"BurningMaggi","Fast|Running|Stable|Valid","fi","65.108.240.170","443",false,"static.170.240.108.65.clients.your-server.de"
"Quetzalcoatl","Exit|Fast|Running|Stable|V2Dir|Valid","nl","45.94.31.228","8430",true,"NULL"
"klaxhex","Fast|Running|Valid","lu","107.189.13.112","443",true,"pluto.klaxzy.net"
"Nobby","Fast|Running|V2Dir|Valid","nl","149.210.164.228","12707",false,"149-210-164-228.colo.transip.net"
"Quetzalcoatl","Exit|Fast|Guard|Running|Stable|V2Dir|Valid","us","124.198.131.223","7100",true,"NULL"
"Quetzalcoatl","Exit|Fast|Guard|Running|Stable|V2Dir|Valid","lu","107.189.8.226","9000",true,"NULL"
"TORKeFFORG9","Exit|Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","se","193.189.100.202","443",true,"NULL"
"hong","Fast|HSDir|Running|Stable|V2Dir|Valid","sg","209.58.180.236","9001",true,"NULL"
"MonaLissa","Fast|Running|Stable|V2Dir|Valid","fr","45.140.164.67","8443",true,"NULL"
"mumzie","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","in","91.205.230.113","443",true,"NULL"
"dike","Fast|Guard|Running|Stable|V2Dir|Valid","de","37.120.171.188","443",true,"dike.tor.rndsh.it"
"prsv","Fast|Guard|Running|Stable|V2Dir|Valid","de","162.19.252.137","9100",true,"vps-dfea7d80.vps.ovh.net"
"bauruine","Exit|Fast|Guard|Running|Stable|V2Dir|Valid","no","185.243.218.233","8443",true,"NULL"
"Linux","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","be","91.179.18.97","9007",true,"97.18-179-91.adsl-dyn.isp.belgacom.be"
"TLCOnion","BadExit|Exit|Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","us","96.66.15.152","9001",true,"NULL"
"smoovel","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","us","96.9.98.181","443",true,"NULL"
"forest35","Fast|Running|Stable|V2Dir|Valid","us","194.58.38.67","9001",true,"NULL"
"RelayUli","Fast|Guard|Running|Stable|V2Dir|Valid","de","188.68.41.74","9001",true,"v2202506151176354699.happysrv.de"
"ZwiebelPrivacy","Fast|Guard|Running|Stable|V2Dir|Valid","de","2.59.133.100","9001",true,"v48179.php-friends.de"
"Totonicapanp6","Fast|Guard|Running|Stable|V2Dir|Valid","fr","163.172.76.56","9001",true,"p6.makarevitch.com"
"Ichotolot61","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","de","81.7.10.193","993",true,"NULL"
"server001","Fast|Guard|Running|Stable|V2Dir|Valid","md","185.163.45.212","443",true,"NULL"
"lewandowsky","Fast|Guard|Running|Stable|V2Dir|Valid","pl","185.104.194.129","443",true,"NULL"
"quinoa","Exit|Fast|Running|Stable|Valid","at","109.70.100.6","9000",true,"tor-exit-anonymizer.appliedprivacy.net"
"blackfox","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","de","136.243.3.194","8000",true,"static.194.3.243.136.clients.your-server.de"
"FreeTheInternet","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","de","141.98.153.205","443",true,"vmi1917710.contaboserver.net"
"Wildtwister","Fast|HSDir|Running|Stable|V2Dir|Valid","lv","94.100.6.11","443",true,"NULL"
"4pyro2eu3org0","Fast|Running|V2Dir|Valid","gb","217.155.40.118","9001",true,"guisborough-1.rcc.uk.cluster.ok24.net"
"ididnteditheconfig","Fast|Guard|Running|Stable|V2Dir|Valid","md","217.156.67.146","9001",true,"NULL"
"RichardFeynman","Fast|HSDir|Running|Stable|V2Dir|Valid","de","159.69.71.58","9001",true,"mail.rocketjump.eu"
"NTH20R4","Exit|Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","nl","192.42.116.217","9003",true,"20.tor-exit.nothingtohide.nl"
"jayrock","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","us","64.65.62.214","443",true,"NULL"
"prsv","Fast|Guard|Running|Stable|V2Dir|Valid","fr","146.19.168.223","9200",true,"NULL"
"42dugg","Fast|Running|Stable|Valid","us","96.9.98.215","443",true,"NULL"
"Caragiale","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","ro","188.26.38.59","9000",false,"NULL"
"slither","Exit|Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","ro","82.153.138.235","9001",false,"NULL"
"Kumquat","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","us","207.244.78.230","443",true,"NULL"
"DFRI40","Exit|Fast|Guard|Running|Stable|V2Dir|Valid","se","171.25.193.235","9030",true,"tor-exit-read-me.dfri.se"
"viennaOnTheRunnn","Fast|Running|V2Dir|Valid","de","81.169.186.16","29003",true,"h2920043.stratoserver.net"
"QuintexAirVPN26","Exit|Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","us","204.8.96.79","443",false,"tor26.quintex.com"
"roadking","Fast|Running|Stable|V2Dir|Valid","ca","24.201.121.72","9001",true,"modemcable072.121-201-24.mc.videotron.ca"
"TorMcTorface","Exit|Fast|Guard|Running|Stable|V2Dir|Valid","us","23.129.64.177","443",true,"NULL"
"MeinIPv6Relay","Fast|Guard|Running|Stable|V2Dir|Valid","fr","54.37.255.75","9001",true,"ns3115383.ip-54-37-255.eu"
"algrothendieck3","Exit|Fast|Guard|Running|Stable|V2Dir|Valid","fr","80.67.172.162","4443",true,"algrothendieck.nos-oignons.net"
"bizzycrook","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","us","64.65.63.34","443",true,"NULL"
"arbertDelroth","Fast|Running|V2Dir|Valid","ch","77.109.152.77","143",false,"NULL"
"Unnamed","Fast|HSDir|Running|Stable|V2Dir|Valid","us","97.181.215.120","9001",true,"120.sub-97-181-215.myvzw.com"
"johnsrelay","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","fi","95.216.22.87","4080",true,"static.87.22.216.95.clients.your-server.de"
"SmolNode1","Fast|Running|Stable|V2Dir|Valid","de","188.68.60.91","443",true,"smolno.de"
"fatboysse","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","us","64.65.0.2","443",true,"NULL"
"Polyphemus2","Exit|Fast|Running|Stable|V2Dir|Valid","lu","198.251.84.163","443",true,"polyphemus2-i.brandonkuschel.com"
"bauruine","Fast|Guard|Running|Stable|V2Dir|Valid","ch","185.229.90.81","443",true,"35766.hostserv.eu"
"T43535Gl","Fast|Running|V2Dir|Valid","us","154.40.60.59","9001",false,"NULL"
"LAGARGOUILLEVIF","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","ch","190.211.254.210","9001",true,"NULL"
"tormonster","Fast|Running|Valid","us","38.44.6.203","9001",true,"NULL"
"ForPrivacyNET","Exit|Fast|Guard|Running|Stable|V2Dir|Valid","de","185.220.101.51","10051",true,"tor-exit-51.for-privacy.net"
"Aramis","Exit|Fast|Guard|Running|Stable|V2Dir|Valid","us","124.198.132.52","9100",true,"NULL"
"anontele701","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","se","98.128.175.69","701",true,"h-98-128-175-69.A785.priv.bahnhof.se"
"VegetaSSJ","Fast|Guard|Running|Stable|V2Dir|Valid","nl","217.123.118.44","9001",true,"217-123-118-44.cable.dynamic.v4.ziggo.nl"
"prsv","Fast|Guard|Running|Stable|V2Dir|Valid","fr","79.137.34.95","9000",true,"vps-0b4f5cde.vps.ovh.net"
"bigpokeyhouston","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","us","64.65.1.92","443",true,"NULL"
"hviv117","Exit|Fast|Running|V2Dir|Valid","nl","192.42.116.17","443",true,"this-is-a-tor-exit-node-hviv117.hviv.nl"
"BSDrelay04","Fast|HSDir|Running|Stable|V2Dir|Valid","es","212.227.83.168","443",true,"bsdrelay04.zwiebelrouter.net"
"TorUtilizerCloudR3","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","de","152.53.115.49","9003",true,"NULL"
"Mlrage","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","de","195.201.241.87","9090",true,"static.87.241.201.195.clients.your-server.de"
"Quetzalcoatl","Exit|Fast|Guard|Running|Stable|V2Dir|Valid","us","124.198.131.62","8100",true,"NULL"
"blacktreats","Fast|Running|Stable|Valid","gb","109.145.162.125","9001",true,"host109-145-162-125.range109-145.btcentralplus.com"
"FreedomSpreader444","Fast|Guard|Running|Stable|V2Dir|Valid","ca","185.141.216.40","443",true,"NULL"
"summerwalkertl","Fast|Running|V2Dir|Valid","us","64.65.2.175","443",true,"NULL"
"youngdro","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","us","64.65.0.121","443",true,"NULL"
"NTH9R3","Exit|Fast|Running|Stable|Valid","nl","192.42.116.199","9002",true,"9.tor-exit.nothingtohide.nl"
"myserver","Fast|Guard|Running|Stable|V2Dir|Valid","de","212.227.224.217","443",true,"NULL"
"takei","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","ee","80.79.117.42","443",true,"NULL"
"rofltor08","Fast|Running|Stable|Valid","fi","95.216.136.46","9001",true,"tor-relay8.rofl.cat"
"flokinet2n7","Exit|Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","nl","185.246.188.74","450",true,"NULL"
"TorOnionsAreGreat","Fast|Guard|Running|Stable|V2Dir|Valid","lv","217.28.62.162","9999",true,"ns1.mesolutions.lv"
"dorinne","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","kg","91.213.233.138","443",true,"NULL"
"obzgs5tbmn4q","Exit|Fast|Guard|Running|Stable|V2Dir|Valid","ro","82.153.138.57","9005",true,"tor-exit.truck.obzgs5tbmn4q.org"
"Unnamed","Exit|Fast|HSDir|Running|Stable|V2Dir|Valid","ch","81.17.24.237","9001",true,"NULL"
"Quetzalcoatl","Exit|Fast|Guard|Running|Stable|V2Dir|Valid","pl","45.141.215.200","110",true,"NULL"
"1blu4DEicebeer02","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","de","178.254.44.163","5126",true,"rv1807.1blu.de"
"artikel10ber57","Exit|Fast|Running|Stable|Valid","de","185.220.101.15","9001",true,"berlin01.tor-exit.artikel10.org"
"as214958tor8","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","nl","94.142.241.153","3306",true,"tor1-8.ams1.as214958.net"
